RunTimestamp,Iterations,Passed,Failures,PassRate,MTBF,CriticalFailures,DurationSec
2025-11-11T07:22:16,200,200,0,100,200,0,0.0008775
2025-11-11T07:33:15,1000,1000,0,100,1000,0,0.0030566
2025-11-11T07:33:28,5000,5000,0,100,5000,0,0.0145252
2025-11-11T08:05:37,5000,5000,0,100,5000,0,0.0150041
